,address,debug,description,name,function,lineno,title,type
56,8708,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,getUserVipsLength(),183,Message call to external contract,Informational
57,8979,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,sellVip(uint256),156,Message call to external contract,Informational
58,716,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,Smart_Pyramid-0.,fallback,260,Message call to external contract,Informational
59,716,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 1258
Call at address: 986
",Smart_Pyramid-0.,fallback,260,Multiple Calls,Information
60,773,"retval_716: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffd0
timestamp: 0x0
returndatasize: 0x20
extcodesize: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_1: 0x0
calldata_SmartPyramid_0: 0x100000000000000000000000000000000000000000000000000000000
calldatasize_SmartPyramid: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Pyramid-0.,fallback,260,Integer Overflow ,Warning
61,986,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,Smart_Pyramid-0.,fallback,267,Message call to external contract,Informational
62,986,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 1258
",Smart_Pyramid-0.,fallback,267,Multiple Calls,Information
63,1258,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,Smart_Pyramid-0.,fallback,263,Message call to external contract,Informational
64,1258,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 1506
",Smart_Pyramid-0.,withdraw(),263,Multiple Calls,Information
65,1506,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,Smart_Pyramid-0.,withdraw(),263,Message call to external contract,Informational
66,2208,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 2951
Call at address: 2696
Call at address: 986
Call at address: 716
Call at address: 2425
",Smart_Pyramid-0.,fallback,239,Multiple Calls,Information
67,2425,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,Smart_Pyramid-0.,fallback,242,Message call to external contract,Informational
68,2425,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 2951
Call at address: 2696
Call at address: 986
Call at address: 716
",Smart_Pyramid-0.,fallback,242,Multiple Calls,Information
69,2696,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,Smart_Pyramid-0.,fallback,243,Message call to external contract,Informational
70,2696,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 2951
",Smart_Pyramid-0.,fallback,243,Multiple Calls,Information
71,2951,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,Smart_Pyramid-0.,fallback,245,Message call to external contract,Informational
72,2951,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 3228
",Smart_Pyramid-0.,invest(),245,Multiple Calls,Information
73,3228,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,Smart_Pyramid-0.,invest(),246,Message call to external contract,Informational
74,3228,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 3343
",Smart_Pyramid-0.,fallback,246,Multiple Calls,Information
75,4526,"timestamp: 0x0
storage_2: 0x0
calldata_SmartPyramid_0: 0x789b2e6c00000000000000000000000000000000000000000000000000000000
calldatasize_SmartPyramid: 0x4
callvalue: 0x0
","A possible integer underflow exists in the function `payDay()`.
The subtraction may result in a value < 0.",Smart_Pyramid-0.,payDay(),295,Integer Underflow,Warning
76,5267,,"In the function `payDay()` the following predictable state variables are used to determine Ether recipient:
- block.timestamp
- block.timestamp
- block.timestamp
",Smart_Pyramid-0.,payDay(),306,Dependence on predictable environment variable,Warning
77,5267,,A possible transaction order independence vulnerability exists in function payDay(). The value or direction of the call statement is determined from a tainted storage location,Smart_Pyramid-0.,payDay(),306,Transaction order dependence,Warning
78,5653,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,Smart_Pyramid-0.,getInfo(address),209,Message call to external contract,Informational
79,5653,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 6448
Call at address: 6176
Call at address: 5906
",Smart_Pyramid-0.,getInfo(address),209,Multiple Calls,Information
80,5906,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,Smart_Pyramid-0.,getInfo(address),211,Message call to external contract,Informational
81,5906,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 6448
Call at address: 6176
",Smart_Pyramid-0.,getInfo(address),211,Multiple Calls,Information
82,5963,"retval_5906: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffe8
returndatasize: 0x20
retval_5653: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
extcodesize: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_SmartPyramid_0: 0xffdd5cf100000000000000000000000000000000000000000000000000000000
calldatasize_SmartPyramid: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getInfo(address)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Pyramid-0.,getInfo(address),211,Integer Overflow ,Warning
83,6176,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,Smart_Pyramid-0.,getInfo(address),216,Message call to external contract,Informational
84,6176,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 6448
",Smart_Pyramid-0.,getInfo(address),216,Multiple Calls,Information
85,6448,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,Smart_Pyramid-0.,getInfo(address),215,Message call to external contract,Informational
86,1831,"storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_Fomo5k_4: 0x800000000000000000000000000000000000000000000000000000000000000
calldata_Fomo5k_0: 0x4a4baa8f00000000000000000000000000000000000000000000000000000000
calldatasize_Fomo5k: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `viewUserReferral(address)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Fomo5k-0.,viewUserReferral(address),283,Integer Overflow ,Warning
87,3118,"storage_3: 0x57f25cd000000000000000000000000000000000000000000000000000000000
storage_keccac_0: 0xa8795cd3fffffffffffffffffffffffffffffffffffffffffffffffffffffffe
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0xff00
calldatasize_Fomo5k: 0x3
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Fomo5k-0.,fallback,180,Integer Overflow ,Warning
88,3875,"storage_3: 0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffe
storage_keccac_0: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
timestamp: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0xff00
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
storage_62198580835250178065021801198189918775038380989085965706744441162150748123962: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldatasize_Fomo5k: 0x3
callvalue: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Fomo5k-0.,fallback,191,Integer Overflow ,Warning
89,4888,"storage_8: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_Fomo5k_4,_256): 0x0
storage_2: 0x1
calldata_Fomo5k_4: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
calldata_Fomo5k_0: 0x8853b53e00000000000000000000000000000000000000000000000000000000
calldatasize_Fomo5k: 0x4
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `regUser(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Fomo5k-0.,regUser(uint256),153,Integer Overflow ,Warning
90,5121,"mem_320 +
32*Concat(0, Extract(255, 5, 31 + calldatasize_Fomo5k)) +
96: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffe0
storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_storage_38357942052654430511805280289652572966474101887281969759642760585367641502969,
_____256): 0x0
storage_8: 0x0
storage_2: 0x1
storage_38357942052654430511805280289652572966474101887281969759642760585367641502969: 0x0
storage_38357942052654430511805280289652572966474101887281969759642760585367641502968: 0xff00
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
calldatasize_Fomo5k: 0x3
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Fomo5k-0.,fallback,162,Integer Overflow ,Warning
91,6240,"The exception is triggered under the following conditions:

storage_8: 0x0
calldata_Fomo5k_4: 0x0
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
calldata_Fomo5k_0: 0x8853b53e00000000000000000000000000000000000000000000000000000000
calldatasize_Fomo5k: 0x4
storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_Fomo5k_4,_256): 0x0
storage_2: 0x0
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Fomo5k-0.,regUser(uint256),258,Exception state,Informational
92,6298,"The exception is triggered under the following conditions:

storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_storage_38357942052654430511805280289652572966474101887281969759642760585367641502969,
_____256): 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffefefff
storage_8: 0x0
storage_2: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffefefff
storage_38357942052654430511805280289652572966474101887281969759642760585367641502969: 0x0
storage_38357942052654430511805280289652572966474101887281969759642760585367641502968: 0xff00
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
calldatasize_Fomo5k: 0x3
mem_160 +
32*Concat(0, Extract(255, 5, 31 + calldatasize_Fomo5k)) +
160: 0x0
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Fomo5k-0.,fallback,257,Exception state,Informational
93,6438,"The exception is triggered under the following conditions:

storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_Fomo5k_4: 0x1
storage_2: 0x1
calldata_Fomo5k_0: 0x132c8c9b00000000000000000000000000000000000000000000000000000000
calldatasize_Fomo5k: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Fomo5k-0.,findFreeReferrer(address),259,Exception state,Informational
94,6788,"The exception is triggered under the following conditions:

storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_Fomo5k_4: 0xdfffffffffffffffffffffdfffffffffffffffffffffffffffffffffffffffff
calldata_Fomo5k_0: 0x132c8c9b00000000000000000000000000000000000000000000000000000000
calldatasize_Fomo5k: 0x4
storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_3_+
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_Fomo5k_4_+
0,
_____256): 0x0
storage_2: 0x0
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Fomo5k-0.,findFreeReferrer(address),270,Exception state,Informational
95,7014,"The exception is triggered under the following conditions:

storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_3_+
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_Fomo5k_4_+
0,
_____256): 0x1
storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_Fomo5k_4: 0x20000000000000000000000000000000080040000000000001
calldata_Fomo5k_0: 0x132c8c9b00000000000000000000000000000000000000000000000000000000
calldatasize_Fomo5k: 0x4
storage_2: 0x1
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Fomo5k-0.,findFreeReferrer(address),275,Exception state,Informational
96,7491,"storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_Fomo5k_4: 0x8421003f084001f4210815cf88407c00000000000000037c1d000e8d178001f
calldata_Fomo5k_0: 0x4a4baa8f00000000000000000000000000000000000000000000000000000000
calldatasize_Fomo5k: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `viewUserReferral(address)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Fomo5k-0.,viewUserReferral(address),284,Integer Overflow ,Warning
97,7493,"storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_Fomo5k_4: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffb
calldata_Fomo5k_0: 0x4a4baa8f00000000000000000000000000000000000000000000000000000000
calldatasize_Fomo5k: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `viewUserReferral(address)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Fomo5k-0.,viewUserReferral(address),284,Integer Overflow ,Warning
98,11221,,"In the function `fallback` the following predictable state variables are used to determine Ether recipient:
- block.timestamp
",Fomo5k-0.,fallback,237,Dependence on predictable environment variable,Warning
99,11766,,A possible transaction order independence vulnerability exists in function fallback. The value or direction of the call statement is determined from a tainted storage location,Fomo5k-0.,fallback,249,Transaction order dependence,Warning
100,12209,"storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x57f25cd000000000000000000000000000000000000000000000000000000000
keccac_3_+
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0xa8795cd3fffffffffffffffffffffffffffffffffffffffffffffffffffffffe
storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_Fomo5k_4,_256): 0x0
storage_8: 0x0
storage_2: 0x1
calldata_Fomo5k_4: 0x0
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
calldata_Fomo5k_0: 0x8853b53e00000000000000000000000000000000000000000000000000000000
calldatasize_Fomo5k: 0x4
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `regUser(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Fomo5k-0.,regUser(uint256),45,Integer Overflow ,Warning
101,12220,"mem_mem_320 +
32*Concat(0, Extract(255, 5, 31 + calldatasize_Fomo5k)) +
96: 0x8421003f084001f4210815cf88407c00000000000000037c1d000e8d178001f
storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_storage_38357942052654430511805280289652572966474101887281969759642760585367641502969,
_____256): 0x0
storage_8: 0x0
storage_2: 0x1
storage_38357942052654430511805280289652572966474101887281969759642760585367641502969: 0x0
storage_38357942052654430511805280289652572966474101887281969759642760585367641502968: 0xff00
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
calldatasize_Fomo5k: 0x3
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Fomo5k-0.,fallback,45,Integer Overflow ,Warning
102,12222,"mem_mem_320 +
32*Concat(0, Extract(255, 5, 31 + calldatasize_Fomo5k)) +
96: 0x7f6fc32c410701432cb30000000000000000000dfffffff3fc0000000000000
mem_320 +
32*Concat(0, Extract(255, 5, 31 + calldatasize_Fomo5k)) +
96: 0x7fffffffffffffffffffffffffffffffffffffdaffffffffbfff7fffffffffe0
storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_storage_38357942052654430511805280289652572966474101887281969759642760585367641502969,
_____256): 0x0
storage_8: 0x0
storage_2: 0x1
storage_38357942052654430511805280289652572966474101887281969759642760585367641502969: 0x0
storage_38357942052654430511805280289652572966474101887281969759642760585367641502968: 0xff00
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
calldatasize_Fomo5k: 0x3
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Fomo5k-0.,fallback,45,Integer Overflow ,Warning
103,4582,"callvalue: 0x93931c13e507cbbcbf74d9eee4fb920eeaef84aa5110428da2eddb017d5ebcdd
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_Neutrino81_4: 0xb2c81e3be60b809eebca250ae5f3958de8241f3c0942692d3cecd1fd00743211
caller: 0xf43414abb5a05c3037910506571e4333e16a4bf4
storage_2: 0xbcbeb544a5fa3cfc86efaf9a8e1bccc1e95b40b00
calldata_Neutrino81_0: 0x31e9b2fc00000000000000000000000000000000000000000000000000000000
calldatasize_Neutrino81: 0x4
","A possible integer overflow exists in the function `passInterest(address,uint256,uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",NTS_Crypto_Deposit-0.,"passInterest(address,uint256,uint256)",247,Integer Overflow ,Warning
104,6022,"callvalue: 0x93931c13e507cbbcbf74d9eee4fb920eeaef84aa5110428da2eddb017d5ebcdd
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_Neutrino81_4: 0xb2c81e3be60b809eebca250ae5f3958de8241f3c0942692d3cecd1fd00743211
caller: 0xf43414abb5a05c3037910506571e4333e16a4bf4
calldata_Neutrino81_0: 0x9cd460b500000000000000000000000000000000000000000000000000000000
calldatasize_Neutrino81: 0x4
","A possible integer overflow exists in the function `passRepay(address)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",NTS_Crypto_Deposit-0.,passRepay(address),236,Integer Overflow ,Warning
105,6136,"callvalue: 0x1000000000000000000000000000000000000000000000000
calldata_Neutrino81_0: 0xb60d428800000000000000000000000000000000000000000000000000000000
calldatasize_Neutrino81: 0x4
","A possible integer overflow exists in the function `fund()`.
The addition or multiplication may result in a value higher than the maximum representable integer.",NTS_Crypto_Deposit-0.,fund(),226,Integer Overflow ,Warning
106,6144,"The exception is triggered under the following conditions:

calldata_Neutrino81_0: 0xb60d428800000000000000000000000000000000000000000000000000000000
calldatasize_Neutrino81: 0x4
storage_8: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",NTS_Crypto_Deposit-0.,fund(),226,Exception state,Informational
107,2948,"storage_4: 0x57f25cd000000000000000000000000000000000000000000000000000000000
storage_keccac_0: 0xa8795cd3fffffffffffffffffffffffffffffffffffffffffffffffffffffffe
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0xff00
calldatasize_MillionMoney: 0x3
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",MillionMoney-0.,fallback,187,Integer Overflow ,Warning
108,3611,"storage_4: 0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffe
storage_keccac_0: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
timestamp: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0xff00
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
storage_62198580835250178065021801198189918775038380989085965706744441162150748123962: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldatasize_MillionMoney: 0x3
callvalue: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",MillionMoney-0.,fallback,202,Integer Overflow ,Warning
109,4672,"storage_8: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_38357942052654430511805280289652572966474101887281969759642760585367641502969: 0xaa108000002bd3db7704854d60910b506d8900000000000000000000000051ac
storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_storage_38357942052654430511805280289652572966474101887281969759642760585367641502969,
_____256): 0x0
storage_3: 0x1
storage_1: 0x0
storage_38357942052654430511805280289652572966474101887281969759642760585367641502968: 0xff00
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
calldatasize_MillionMoney: 0x3
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",MillionMoney-0.,fallback,162,Integer Overflow ,Warning
110,4897,"mem_288 +
32*
Concat(0, Extract(255, 5, 31 + calldatasize_MillionMoney)) +
96: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffe0
storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_storage_38357942052654430511805280289652572966474101887281969759642760585367641502969,
_____256): 0x0
storage_38357942052654430511805280289652572966474101887281969759642760585367641502969: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_3: 0x1
storage_8: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_1: 0x0
storage_38357942052654430511805280289652572966474101887281969759642760585367641502968: 0xff00
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
calldatasize_MillionMoney: 0x3
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",MillionMoney-0.,fallback,171,Integer Overflow ,Warning
111,5693,"The exception is triggered under the following conditions:

storage_38357942052654430511805280289652572966474101887281969759642760585367641502969: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_8: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_1: 0x0
storage_38357942052654430511805280289652572966474101887281969759642760585367641502968: 0xff00
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
calldatasize_MillionMoney: 0x3
storage_3 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_storage_38357942052654430511805280289652572966474101887281969759642760585367641502969,
_____256): 0x0
storage_3: 0x0
storage_9247535584797915451057180664748820695544591120644449140157971996739901653371: 0x0
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",MillionMoney-0.,fallback,301,Exception state,Informational
